id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst,timd,eta,formatted_eta
381336,16194,2013-10-25T12:30:00Z,4126,0,"[116.284683, 39.951385]","[116.292862, 39.990631]",20.3125,7.3325,0.0,0 days 00:27:41.064606,2013-10-25 12:57:41.064606+00:00,2013-10-25 12:57:41
381446,16198,2013-10-25T17:30:00Z,4126,0,"[116.410759, 39.915447]","[116.382713, 39.933083]",14.8125,11.0375,0.0,0 days 00:05:24.529037,2013-10-25 17:35:24.529037+00:00,2013-10-25 17:35:24
381458,16199,2013-10-25T18:00:00Z,4126,0,"[116.374832, 39.932789]","[116.344849, 39.932476]",11.1575,16.11,0.0,0 days 00:04:38.501902,2013-10-25 18:04:38.501902+00:00,2013-10-25 18:04:38
381666,16209,2013-10-25T11:45:00Z,4127,0,"[116.426674, 39.936466]","[116.434258, 39.928642]",13.875,39.2825,0.0,0 days 00:10:41.019001,2013-10-25 11:55:41.019001+00:00,2013-10-25 11:55:41
381688,16211,2013-10-25T12:30:00Z,4127,0,"[116.407631, 39.924416]","[116.378021, 39.914631]",14.857500000000002,17.355,0.0,0 days 00:05:13.880968,2013-10-25 12:35:13.880968+00:00,2013-10-25 12:35:13
381700,16212,2013-10-25T13:00:00Z,4127,0,"[116.377251, 39.922787]","[116.437187, 39.926575]",16.1425,20.7025,0.0,0 days 00:12:45.585251,2013-10-25 13:12:45.585251+00:00,2013-10-25 13:12:45
381793,16216,2013-10-25T16:30:00Z,4127,0,"[116.197975, 39.924335]","[116.322227, 39.964859]",31.042500000000004,29.5125,0.0,0 days 00:16:02.117500,2013-10-25 16:46:02.117500+00:00,2013-10-25 16:46:02
381945,16220,2013-10-25T20:15:00Z,4127,0,"[116.224312, 39.907318]","[116.301102, 39.945488]",44.1575,23.92,0.0,0 days 00:11:19.297771,2013-10-25 20:26:19.297771+00:00,2013-10-25 20:26:19
382201,16230,2013-10-25T11:00:00Z,4129,0,"[116.319839, 39.932289]","[116.442726, 39.903549]",17.085,25.5875,0.0,0 days 00:25:26.098595,2013-10-25 11:25:26.098595+00:00,2013-10-25 11:25:26
382279,16232,2013-10-25T13:00:00Z,4129,0,"[116.352753, 39.901222]","[116.353203, 39.890396]",18.1675,36.88,0.0,0 days 00:07:28.298550,2013-10-25 13:07:28.298550+00:00,2013-10-25 13:07:28
382388,16237,2013-10-25T19:00:00Z,4129,0,"[116.355003, 39.852413]","[116.387192, 39.879356]",50.0925,20.7125,0.0,0 days 00:05:14.927959,2013-10-25 19:05:14.927959+00:00,2013-10-25 19:05:14
382434,16241,2013-10-25T20:45:00Z,4129,0,"[116.335068, 39.877266]","[116.321251, 39.880089]",17.4325,27.5425,0.0,0 days 00:04:11.130295,2013-10-25 20:49:11.130295+00:00,2013-10-25 20:49:11
382469,16244,2013-10-25T22:00:00Z,4129,0,"[116.387444, 39.860901]","[116.336838, 39.868198]",23.42,24.5325,0.0,0 days 00:09:04.916782,2013-10-25 22:09:04.916782+00:00,2013-10-25 22:09:04
383294,16279,2013-10-25T15:00:00Z,4132,0,"[116.387825, 39.95145]","[116.291519, 39.997952]",26.475,25.4625,0.0,0 days 00:29:54.500999,2013-10-25 15:29:54.500999+00:00,2013-10-25 15:29:54
383335,16280,2013-10-25T15:45:00Z,4132,0,"[116.295662, 39.993511]","[116.350594, 39.986519]",39.5975,34.6725,0.0,0 days 00:22:04.614258,2013-10-25 16:07:04.614258+00:00,2013-10-25 16:07:04
383352,16281,2013-10-25T16:00:00Z,4132,0,"[116.353844, 39.978275]","[116.356529, 39.946148]",41.2275,25.3825,0.0,0 days 00:10:31.007595,2013-10-25 16:10:31.007595+00:00,2013-10-25 16:10:31
383374,16282,2013-10-25T16:15:00Z,4132,0,"[116.355171, 39.958431]","[116.370445, 39.962372]",36.295,36.645,0.0,0 days 00:12:19.965534,2013-10-25 16:27:19.965534+00:00,2013-10-25 16:27:19
383448,16285,2013-10-25T18:00:00Z,4132,0,"[116.46331, 39.957336]","[116.517509, 39.977482]",27.3,18.5625,0.0,0 days 00:13:25.868111,2013-10-25 18:13:25.868111+00:00,2013-10-25 18:13:25
383507,16288,2013-10-25T20:00:00Z,4132,0,"[116.464325, 39.950161]","[116.547813, 39.908688]",21.0075,28.75,0.0,0 days 00:00:00,2013-10-25 20:00:00+00:00,2013-10-25 20:00:00
383832,16294,2013-10-25T11:00:00Z,4134,0,"[116.380226, 39.982422]","[116.32251, 39.96246]",43.75749999999999,49.6,0.0,0 days 00:09:45.392933,2013-10-25 11:09:45.392933+00:00,2013-10-25 11:09:45
383952,16299,2013-10-25T15:30:00Z,4134,0,"[116.470306, 39.836674]","[116.516052, 39.824879]",44.3325,47.9575,0.0,0 days 00:15:49.229622,2013-10-25 15:45:49.229622+00:00,2013-10-25 15:45:49
383973,16300,2013-10-25T16:00:00Z,4134,0,"[116.513916, 39.819824]","[116.334595, 39.922276]",46.535,19.35,0.0,0 days 00:22:10.945358,2013-10-25 16:22:10.945358+00:00,2013-10-25 16:22:10
384242,16309,2013-10-25T15:30:00Z,4135,0,"[116.374367, 40.020824]","[116.438286, 40.022984]",42.14,42.3025,0.0,0 days 00:12:48.580055,2013-10-25 15:42:48.580055+00:00,2013-10-25 15:42:48
384285,16311,2013-10-25T18:30:00Z,4135,0,"[116.324455, 40.024403]","[116.400879, 39.990524]",25.945,32.17,0.0,0 days 00:13:06.162643,2013-10-25 18:43:06.162643+00:00,2013-10-25 18:43:06
384314,16312,2013-10-25T19:00:00Z,4135,0,"[116.378563, 39.986343]","[116.358017, 39.958054]",37.52,18.9075,0.0,0 days 00:09:39.810333,2013-10-25 19:09:39.810333+00:00,2013-10-25 19:09:39
384365,16314,2013-10-25T20:00:00Z,4135,0,"[116.468575, 39.99107]","[116.468002, 40.002228]",29.4025,17.345,0.0,0 days 00:03:16.612973,2013-10-25 20:03:16.612973+00:00,2013-10-25 20:03:16
384476,16322,2013-10-25T08:00:00Z,4136,0,"[116.404579, 39.940842]","[116.54171, 39.900829]",24.765,36.1525,0.0,0 days 00:15:13.058224,2013-10-25 08:15:13.058224+00:00,2013-10-25 08:15:13
384786,16335,2013-10-25T21:00:00Z,4136,0,"[116.521683, 39.923687]","[116.517265, 39.947144]",21.285,22.1825,0.0,0 days 00:08:59.576340,2013-10-25 21:08:59.576340+00:00,2013-10-25 21:08:59
384795,16336,2013-10-25T00:00:00Z,4137,0,"[116.489471, 39.876667]","[116.446655, 39.846718]",67.655,30.905,0.0,0 days 00:06:19.423599,2013-10-25 00:06:19.423599+00:00,2013-10-25 00:06:19
385129,16346,2013-10-25T10:00:00Z,4137,0,"[116.543785, 40.025108]","[116.54274, 39.907734]",72.85,40.3775,0.0,0 days 00:00:00,2013-10-25 10:00:00+00:00,2013-10-25 10:00:00
385167,16347,2013-10-25T11:00:00Z,4137,0,"[116.529617, 39.909466]","[116.503967, 39.871048]",31.2175,53.67,0.0,0 days 00:15:44.180660,2013-10-25 11:15:44.180660+00:00,2013-10-25 11:15:44
385266,16351,2013-10-25T14:15:00Z,4137,0,"[116.349159, 39.874218]","[116.547646, 39.908703]",37.14,54.8975,0.0,0 days 00:00:00,2013-10-25 14:15:00+00:00,2013-10-25 14:15:00
385354,16353,2013-10-25T16:45:00Z,4137,0,"[116.544418, 39.923531]","[116.478722, 39.922913]",42.4375,16.9475,0.0,0 days 00:02:54.215670,2013-10-25 16:47:54.215670+00:00,2013-10-25 16:47:54
385635,16363,2013-10-25T22:15:00Z,4137,0,"[116.371582, 39.854374]","[116.404068, 39.856838]",29.1975,51.8725,0.0,0 days 00:12:44.238395,2013-10-25 22:27:44.238395+00:00,2013-10-25 22:27:44
385643,16364,2013-10-25T22:45:00Z,4137,0,"[116.374428, 39.864655]","[116.257271, 39.917587]",20.4725,32.2225,0.0,0 days 00:31:37.112274,2013-10-25 23:16:37.112274+00:00,2013-10-25 23:16:37
385744,16369,2013-10-25T12:00:00Z,4170,0,"[116.331711, 39.897053]","[116.354622, 39.866238]",53.545,18.5075,0.0,0 days 00:17:11.198273,2013-10-25 12:17:11.198273+00:00,2013-10-25 12:17:11
385763,16370,2013-10-25T12:30:00Z,4170,0,"[116.352486, 39.86956]","[116.379036, 39.863232]",51.8425,17.9525,0.0,0 days 00:03:24.576631,2013-10-25 12:33:24.576631+00:00,2013-10-25 12:33:24
385772,16371,2013-10-25T12:45:00Z,4170,0,"[116.37426, 39.865662]","[116.331963, 39.868088]",18.192500000000003,32.9325,0.0,0 days 00:04:36.128254,2013-10-25 12:49:36.128254+00:00,2013-10-25 12:49:36
385838,16376,2013-10-25T16:45:00Z,4170,0,"[116.20652, 39.914074]","[116.199348, 39.925045]",22.47,31.3975,0.0,0 days 00:09:46.657677,2013-10-25 16:54:46.657677+00:00,2013-10-25 16:54:46
385844,16377,2013-10-25T18:00:00Z,4170,0,"[116.198257, 39.924522]","[116.276932, 39.893147]",35.022499999999994,15.652500000000002,0.0,0 days 00:11:26.075363,2013-10-25 18:11:26.075363+00:00,2013-10-25 18:11:26
385865,16378,2013-10-25T18:30:00Z,4170,0,"[116.274467, 39.894836]","[116.329155, 39.899876]",30.8,7.6125,0.0,0 days 00:11:13.376198,2013-10-25 18:41:13.376198+00:00,2013-10-25 18:41:13
385893,16380,2013-10-25T19:15:00Z,4170,0,"[116.347359, 39.848755]","[116.349617, 39.875381]",42.295,45.5825,0.0,0 days 00:03:18.560486,2013-10-25 19:18:18.560486+00:00,2013-10-25 19:18:18
385958,16385,2013-10-25T08:00:00Z,4269,0,"[116.461418, 39.948402]","[116.447159, 39.943954]",46.71,14.3,0.0,0 days 00:10:38.931827,2013-10-25 08:10:38.931827+00:00,2013-10-25 08:10:38
385965,16386,2013-10-25T08:00:00Z,4269,0,"[116.450844, 39.954197]","[116.545891, 39.907642]",63.415000000000006,50.05,0.0,0 days 00:00:00,2013-10-25 08:00:00+00:00,2013-10-25 08:00:00
386038,16388,2013-10-25T09:15:00Z,4269,0,"[116.528969, 39.909771]","[116.461571, 39.901653]",30.1925,38.345,0.0,0 days 00:25:19.639549,2013-10-25 09:40:19.639549+00:00,2013-10-25 09:40:19
386060,16389,2013-10-25T09:30:00Z,4269,0,"[116.461472, 39.897614]","[116.458656, 39.886368]",34.5475,11.015,0.0,0 days 00:02:42.318993,2013-10-25 09:32:42.318993+00:00,2013-10-25 09:32:42
386066,16390,2013-10-25T09:30:00Z,4269,0,"[116.455368, 39.884666]","[116.376419, 39.910309]",18.3875,17.8425,0.0,0 days 00:09:39.932156,2013-10-25 09:39:39.932156+00:00,2013-10-25 09:39:39
386098,16391,2013-10-25T10:15:00Z,4269,0,"[116.364914, 39.916637]","[116.348145, 39.939156]",15.165,42.17,0.0,0 days 00:09:05.024128,2013-10-25 10:24:05.024128+00:00,2013-10-25 10:24:05
386186,16393,2013-10-25T12:00:00Z,4269,0,"[116.421494, 39.876198]","[116.463036, 39.913555]",54.8,22.61,0.0,0 days 00:07:55.738506,2013-10-25 12:07:55.738506+00:00,2013-10-25 12:07:55
386547,16402,2013-10-25T01:45:00Z,4270,0,"[116.315231, 40.000351]","[116.314018, 40.023647]",32.7275,51.925,0.0,0 days 00:00:00,2013-10-25 01:45:00+00:00,2013-10-25 01:45:00
386651,16405,2013-10-25T13:45:00Z,4270,0,"[116.338333, 39.972858]","[116.34288, 39.97691]",23.6325,46.6575,0.0,0 days 00:10:07.480774,2013-10-25 13:55:07.480774+00:00,2013-10-25 13:55:07
386658,16406,2013-10-25T14:00:00Z,4270,0,"[116.338226, 39.974537]","[116.4496, 39.922901]",24.4875,22.415,0.0,0 days 00:16:50.946350,2013-10-25 14:16:50.946350+00:00,2013-10-25 14:16:50
387224,16422,2013-10-25T14:15:00Z,4271,0,"[116.547226, 39.94149]","[116.418335, 39.901264]",45.05,15.04,0.0,0 days 00:08:26.205883,2013-10-25 14:23:26.205883+00:00,2013-10-25 14:23:26
387616,16433,2013-10-25T23:30:00Z,4271,0,"[116.418602, 39.9566]","[116.379005, 39.967945]",33.63,49.47500000000001,0.0,0 days 00:11:45.189686,2013-10-25 23:41:45.189686+00:00,2013-10-25 23:41:45
387709,16436,2013-10-25T11:30:00Z,4272,0,"[116.543243, 40.024937]","[116.369446, 39.948189]",48.0375,46.6225,0.0,0 days 00:11:31.450081,2013-10-25 11:41:31.450081+00:00,2013-10-25 11:41:31
387739,16438,2013-10-25T12:00:00Z,4272,0,"[116.342873, 39.938728]","[116.408791, 40.021797]",49.157500000000006,46.9575,0.0,0 days 00:17:12.219086,2013-10-25 12:17:12.219086+00:00,2013-10-25 12:17:12
387858,16446,2013-10-25T17:30:00Z,4272,0,"[116.3992, 39.856297]","[116.40062, 39.840523]",25.1125,25.815,0.0,0 days 00:20:02.414932,2013-10-25 17:50:02.414932+00:00,2013-10-25 17:50:02
387898,16448,2013-10-25T08:30:00Z,4273,0,"[116.316483, 40.018318]","[116.299355, 39.989895]",37.63,41.697500000000005,0.0,0 days 00:08:55.681915,2013-10-25 08:38:55.681915+00:00,2013-10-25 08:38:55
388001,16456,2013-10-25T11:15:00Z,4273,0,"[116.364967, 39.996384]","[116.353867, 40.024971]",27.155,42.32,0.0,0 days 00:07:29.563894,2013-10-25 11:22:29.563894+00:00,2013-10-25 11:22:29
388021,16458,2013-10-25T17:00:00Z,4273,0,"[116.356209, 39.949863]","[116.340652, 39.967834]",46.1375,28.6525,0.0,0 days 00:05:40.745430,2013-10-25 17:05:40.745430+00:00,2013-10-25 17:05:40
388057,16462,2013-10-25T18:00:00Z,4273,0,"[116.278839, 39.957767]","[116.289963, 39.965576]",30.295,40.510000000000005,0.0,0 days 00:19:02.122421,2013-10-25 18:19:02.122421+00:00,2013-10-25 18:19:02
388283,16478,2013-10-25T08:45:00Z,4276,0,"[116.461853, 39.939968]","[116.446175, 39.971199]",38.68,33.042500000000004,0.0,0 days 00:09:17.808781,2013-10-25 08:54:17.808781+00:00,2013-10-25 08:54:17
388368,16482,2013-10-25T10:00:00Z,4276,0,"[116.353157, 39.994644]","[116.338463, 39.972282]",33.525000000000006,16.02,0.0,0 days 00:09:29.629784,2013-10-25 10:09:29.629784+00:00,2013-10-25 10:09:29
388512,16489,2013-10-25T14:00:00Z,4276,0,"[116.391922, 39.951412]","[116.390884, 39.948746]",24.47,34.175,0.0,0 days 00:01:46.776874,2013-10-25 14:01:46.776874+00:00,2013-10-25 14:01:46
388737,16499,2013-10-25T22:45:00Z,4276,0,"[116.384773, 39.865677]","[116.449097, 39.858696]",30.6475,41.915000000000006,0.0,0 days 00:20:29.282570,2013-10-25 23:05:29.282570+00:00,2013-10-25 23:05:29
388754,16500,2013-10-25T23:15:00Z,4276,0,"[116.428764, 39.865822]","[116.407928, 39.859081]",36.4575,36.7975,0.0,0 days 00:09:12.042389,2013-10-25 23:24:12.042389+00:00,2013-10-25 23:24:12
388840,16509,2013-10-25T19:30:00Z,4277,0,"[116.39135, 39.941864]","[116.381493, 39.976822]",21.455,29.285,0.0,0 days 00:07:37.297382,2013-10-25 19:37:37.297382+00:00,2013-10-25 19:37:37
388882,16514,2013-10-25T00:00:00Z,4278,0,"[116.456161, 39.957054]","[116.470459, 39.992645]",56.27,25.56,0.0,0 days 00:08:52.629204,2013-10-25 00:08:52.629204+00:00,2013-10-25 00:08:52
388952,16517,2013-10-25T02:15:00Z,4278,0,"[116.467796, 39.958862]","[116.462013, 39.938595]",37.0375,63.085,0.0,0 days 00:06:41.941566,2013-10-25 02:21:41.941566+00:00,2013-10-25 02:21:41
389096,16521,2013-10-25T06:30:00Z,4278,0,"[116.47541, 39.933613]","[116.283287, 39.85857]",52.75,56.5675,0.0,0 days 00:29:29.666290,2013-10-25 06:59:29.666290+00:00,2013-10-25 06:59:29
389219,16523,2013-10-25T09:00:00Z,4278,0,"[116.350578, 39.918442]","[116.283081, 39.857098]",21.2725,47.3875,0.0,0 days 00:12:56.878967,2013-10-25 09:12:56.878967+00:00,2013-10-25 09:12:56
389275,16524,2013-10-25T09:30:00Z,4278,0,"[116.277931, 39.876141]","[116.299545, 39.90749]",30.345,46.9475,0.0,0 days 00:08:11.610203,2013-10-25 09:38:11.610203+00:00,2013-10-25 09:38:11
389314,16526,2013-10-25T10:15:00Z,4278,0,"[116.378616, 39.950562]","[116.469711, 39.944584]",38.375,15.0125,0.0,0 days 00:38:46.890106,2013-10-25 10:53:46.890106+00:00,2013-10-25 10:53:46
389415,16530,2013-10-25T20:45:00Z,4278,0,"[116.462921, 39.957016]","[116.411911, 39.988403]",19.3,49.425,0.0,0 days 00:17:09.473419,2013-10-25 21:02:09.473419+00:00,2013-10-25 21:02:09
389433,16531,2013-10-25T21:15:00Z,4278,0,"[116.448112, 39.971989]","[116.44429, 39.964268]",14.2075,32.1825,0.0,0 days 00:22:56.937561,2013-10-25 21:37:56.937561+00:00,2013-10-25 21:37:56
389571,16538,2013-10-25T07:15:00Z,4279,0,"[116.240242, 39.903797]","[116.322433, 39.897289]",29.6575,34.34,0.0,0 days 00:08:51.771870,2013-10-25 07:23:51.771870+00:00,2013-10-25 07:23:51
389688,16542,2013-10-25T12:15:00Z,4279,0,"[116.372543, 39.976772]","[116.422684, 39.969109]",23.08,34.0375,0.0,0 days 00:21:52.508812,2013-10-25 12:36:52.508812+00:00,2013-10-25 12:36:52
389733,16544,2013-10-25T14:15:00Z,4279,0,"[116.261742, 39.892635]","[116.275269, 39.919155]",40.78750000000001,45.7475,0.0,0 days 00:06:22.055311,2013-10-25 14:21:22.055311+00:00,2013-10-25 14:21:22
390019,16566,2013-10-25T14:00:00Z,4280,0,"[116.447388, 39.913387]","[116.356087, 39.94746]",16.0275,37.1075,0.0,0 days 00:27:06.433868,2013-10-25 14:27:06.433868+00:00,2013-10-25 14:27:06
390192,16575,2013-10-25T15:00:00Z,4289,0,"[116.356583, 39.904701]","[116.226677, 39.904274]",36.47,32.66,0.0,0 days 00:13:49.956493,2013-10-25 15:13:49.956493+00:00,2013-10-25 15:13:49
390379,16585,2013-10-25T21:30:00Z,4289,0,"[116.448761, 40.022728]","[116.465797, 39.997311]",27.8275,18.98,0.0,0 days 00:23:13.171921,2013-10-25 21:53:13.171921+00:00,2013-10-25 21:53:13
390593,16589,2013-10-25T06:30:00Z,4299,0,"[116.292412, 39.833607]","[116.378891, 39.863743]",23.195,20.9025,0.0,0 days 00:19:39.224281,2013-10-25 06:49:39.224281+00:00,2013-10-25 06:49:39
390636,16590,2013-10-25T07:00:00Z,4299,0,"[116.3713, 39.852943]","[116.363586, 39.89043]",47.48,20.825,0.0,0 days 00:10:23.944301,2013-10-25 07:10:23.944301+00:00,2013-10-25 07:10:23
391180,16608,2013-10-25T16:00:00Z,4299,0,"[116.345009, 39.812412]","[116.355042, 39.8522]",43.36,47.02,0.0,0 days 00:11:09.786186,2013-10-25 16:11:09.786186+00:00,2013-10-25 16:11:09
391234,16609,2013-10-25T17:45:00Z,4299,0,"[116.284317, 39.826557]","[116.45443, 39.871536]",17.7025,12.117499999999998,0.0,0 days 00:33:46.727143,2013-10-25 18:18:46.727143+00:00,2013-10-25 18:18:46
391301,16610,2013-10-25T18:30:00Z,4299,0,"[116.461365, 39.875927]","[116.503365, 39.863846]",11.8025,14.9325,0.0,0 days 00:20:31.118431,2013-10-25 18:50:31.118431+00:00,2013-10-25 18:50:31
391604,16616,2013-10-25T22:15:00Z,4299,0,"[116.440414, 39.790539]","[116.497002, 39.801895]",76.6175,18.8375,0.0,0 days 00:14:51.050663,2013-10-25 22:29:51.050663+00:00,2013-10-25 22:29:51
392079,16625,2013-10-25T05:45:00Z,4325,0,"[116.391403, 39.968246]","[116.414055, 39.968853]",72.25750000000001,71.94749999999999,0.0,0 days 00:06:27.525673,2013-10-25 05:51:27.525673+00:00,2013-10-25 05:51:27
392398,16633,2013-10-25T15:30:00Z,4325,0,"[116.4487, 39.971626]","[116.460938, 39.976753]",16.215,25.58,0.0,0 days 00:13:39.147606,2013-10-25 15:43:39.147606+00:00,2013-10-25 15:43:39
392523,16639,2013-10-25T19:30:00Z,4325,0,"[116.400978, 39.993999]","[116.407585, 39.999115]",27.3225,18.89,0.0,0 days 00:06:36.974373,2013-10-25 19:36:36.974373+00:00,2013-10-25 19:36:36
392586,16644,2013-10-25T21:00:00Z,4325,0,"[116.432556, 39.940914]","[116.366394, 39.962452]",25.2225,14.0125,0.0,0 days 00:13:01.652183,2013-10-25 21:13:01.652183+00:00,2013-10-25 21:13:01
392635,16646,2013-10-25T21:45:00Z,4325,0,"[116.462082, 39.941059]","[116.341599, 39.986851]",23.18,46.870000000000005,0.0,0 days 00:27:50.048561,2013-10-25 22:12:50.048561+00:00,2013-10-25 22:12:50
392771,16648,2013-10-25T23:30:00Z,4325,0,"[116.338463, 39.962154]","[116.434303, 39.983486]",25.9525,24.8075,0.0,0 days 00:13:43.889980,2013-10-25 23:43:43.889980+00:00,2013-10-25 23:43:43
392857,16653,2013-10-25T10:45:00Z,4347,0,"[116.345169, 39.847691]","[116.210785, 39.900036]",29.87,36.2675,0.0,0 days 00:26:41.064835,2013-10-25 11:11:41.064835+00:00,2013-10-25 11:11:41
392878,16654,2013-10-25T11:30:00Z,4347,0,"[116.236542, 39.903774]","[116.26091, 39.88903]",26.075,33.195,0.0,0 days 00:11:33.034916,2013-10-25 11:41:33.034916+00:00,2013-10-25 11:41:33
392952,16661,2013-10-25T15:30:00Z,4347,0,"[116.380669, 39.951469]","[116.404617, 39.933411]",25.0475,23.4775,0.0,0 days 00:05:55.866652,2013-10-25 15:35:55.866652+00:00,2013-10-25 15:35:55
392964,16662,2013-10-25T16:00:00Z,4347,0,"[116.406235, 39.92284]","[116.455894, 39.906586]",33.817499999999995,19.23,0.0,0 days 00:09:11.260014,2013-10-25 16:09:11.260014+00:00,2013-10-25 16:09:11
393098,16669,2013-10-25T08:45:00Z,4348,0,"[116.374901, 39.864933]","[116.397087, 39.851727]",25.145,13.3775,0.0,0 days 00:09:41.657753,2013-10-25 08:54:41.657753+00:00,2013-10-25 08:54:41
393158,16673,2013-10-25T10:00:00Z,4348,0,"[116.461945, 39.911674]","[116.466026, 39.947422]",21.905,19.225,0.0,0 days 00:15:30.552749,2013-10-25 10:15:30.552749+00:00,2013-10-25 10:15:30
393221,16678,2013-10-25T14:15:00Z,4348,0,"[116.264671, 39.881817]","[116.296448, 39.909027]",23.93,36.620000000000005,0.0,0 days 00:17:12.208900,2013-10-25 14:32:12.208900+00:00,2013-10-25 14:32:12
393513,16690,2013-10-25T23:00:00Z,4348,0,"[116.419548, 39.97702]","[116.450539, 40.00806]",31.17,43.9025,0.0,0 days 00:11:57.448883,2013-10-25 23:11:57.448883+00:00,2013-10-25 23:11:57
393529,16691,2013-10-25T23:30:00Z,4348,0,"[116.408539, 39.940613]","[116.477913, 39.933632]",23.6225,22.74,0.0,0 days 00:11:40.071144,2013-10-25 23:41:40.071144+00:00,2013-10-25 23:41:40
393697,16701,2013-10-25T01:45:00Z,4357,0,"[116.398354, 39.96888]","[116.370972, 39.958282]",66.2425,31.2225,0.0,0 days 00:04:20.427561,2013-10-25 01:49:20.427561+00:00,2013-10-25 01:49:20
393984,16713,2013-10-25T14:45:00Z,4357,0,"[116.371391, 39.848465]","[116.380402, 39.867954]",40.495,10.44,0.0,0 days 00:07:16.063271,2013-10-25 14:52:16.063271+00:00,2013-10-25 14:52:16
394046,16715,2013-10-25T16:00:00Z,4357,0,"[116.418793, 39.90052]","[116.488686, 39.915474]",21.1525,24.3875,0.0,0 days 00:19:46.693497,2013-10-25 16:19:46.693497+00:00,2013-10-25 16:19:46
394294,16724,2013-10-25T22:00:00Z,4357,0,"[116.333908, 39.971272]","[116.19809, 39.923]",46.59,27.47,0.0,0 days 00:25:35.852165,2013-10-25 22:25:35.852165+00:00,2013-10-25 22:25:35
394346,16725,2013-10-25T22:30:00Z,4357,0,"[116.198021, 39.922943]","[116.207703, 39.927746]",30.6575,24.1825,0.0,0 days 00:13:39.540138,2013-10-25 22:43:39.540138+00:00,2013-10-25 22:43:39
394489,16729,2013-10-25T12:30:00Z,4363,0,"[116.423531, 40.009819]","[116.274818, 39.95076]",22.475,60.5525,0.0,0 days 00:31:47.843399,2013-10-25 13:01:47.843399+00:00,2013-10-25 13:01:47
394539,16732,2013-10-25T15:00:00Z,4363,0,"[116.381668, 39.977142]","[116.369202, 40.009396]",37.54,44.7375,0.0,0 days 00:12:41.712227,2013-10-25 15:12:41.712227+00:00,2013-10-25 15:12:41
394724,16743,2013-10-25T01:45:00Z,4394,0,"[116.352905, 40.000946]","[116.352081, 40.018879]",25.265,23.3125,0.0,0 days 00:00:00,2013-10-25 01:45:00+00:00,2013-10-25 01:45:00
394851,16748,2013-10-25T06:15:00Z,4394,0,"[116.406639, 39.914898]","[116.385101, 39.868507]",28.5,34.115,0.0,0 days 00:07:48.579769,2013-10-25 06:22:48.579769+00:00,2013-10-25 06:22:48
394874,16749,2013-10-25T06:45:00Z,4394,0,"[116.294334, 39.864758]","[116.302048, 39.899769]",48.7075,30.3625,0.0,0 days 00:05:48.406191,2013-10-25 06:50:48.406191+00:00,2013-10-25 06:50:48
394926,16753,2013-10-25T08:00:00Z,4394,0,"[116.33255, 39.957485]","[116.273727, 39.906559]",31.2875,29.0325,0.0,0 days 00:14:34.268818,2013-10-25 08:14:34.268818+00:00,2013-10-25 08:14:34
394956,16754,2013-10-25T08:30:00Z,4394,0,"[116.274353, 39.906189]","[116.320259, 39.966434]",28.3275,54.432500000000005,0.0,0 days 00:14:53.766746,2013-10-25 08:44:53.766746+00:00,2013-10-25 08:44:53
395109,16766,2013-10-25T14:00:00Z,4394,0,"[116.280518, 39.988419]","[116.198257, 39.92485]",45.56,38.435,0.0,0 days 00:13:17.850838,2013-10-25 14:13:17.850838+00:00,2013-10-25 14:13:17
395138,16767,2013-10-25T15:00:00Z,4394,0,"[116.229332, 39.899311]","[116.253105, 39.893181]",26.16,27.9175,0.0,0 days 00:05:06.713848,2013-10-25 15:05:06.713848+00:00,2013-10-25 15:05:06
395243,16774,2013-10-25T19:30:00Z,4394,0,"[116.434441, 39.897743]","[116.500175, 39.864326]",17.8025,25.135,0.0,0 days 00:22:38.396301,2013-10-25 19:52:38.396301+00:00,2013-10-25 19:52:38
395332,16779,2013-10-25T22:15:00Z,4394,0,"[116.467056, 39.871243]","[116.473404, 39.909657]",20.505000000000003,32.0675,0.0,0 days 00:17:50.285568,2013-10-25 22:32:50.285568+00:00,2013-10-25 22:32:50
395492,16789,2013-10-25T10:30:00Z,4395,0,"[116.319405, 39.900517]","[116.320717, 39.882225]",13.2475,23.4225,0.0,0 days 00:06:56.163569,2013-10-25 10:36:56.163569+00:00,2013-10-25 10:36:56
395945,16807,2013-10-25T15:00:00Z,4396,0,"[116.466667, 39.95919]","[116.435204, 39.975655]",18.555,53.3575,0.0,0 days 00:13:13.737373,2013-10-25 15:13:13.737373+00:00,2013-10-25 15:13:13
396625,16832,2013-10-25T17:30:00Z,4397,0,"[116.547913, 39.871647]","[116.505669, 39.915787]",44.4725,24.06,0.0,0 days 00:06:42.339993,2013-10-25 17:36:42.339993+00:00,2013-10-25 17:36:42
396773,16835,2013-10-25T21:15:00Z,4397,0,"[116.473091, 39.983482]","[116.448746, 39.876255]",21.4325,27.11,0.0,0 days 00:18:33.449364,2013-10-25 21:33:33.449364+00:00,2013-10-25 21:33:33
396919,16838,2013-10-25T23:15:00Z,4397,0,"[116.401482, 39.988029]","[116.361488, 39.9562]",55.325,25.4575,0.0,0 days 00:10:21.401253,2013-10-25 23:25:21.401253+00:00,2013-10-25 23:25:21
397051,16843,2013-10-25T08:00:00Z,4398,0,"[116.457756, 39.997139]","[116.3097, 39.946381]",15.3275,41.03,0.0,0 days 00:58:21.042023,2013-10-25 08:58:21.042023+00:00,2013-10-25 08:58:21
